"gender";"ethnicity";"birth";"grade";"star";"read";"math";"lunch";"school";"degree";"ladder";"experience";"tethnicity";"system";"schoolid"
"male";"cauc";1979.75;"k";"regular";450;528;"non-free";"rural";"bachelor";"apprentice";1;"cauc";"4";"6"
"male";"cauc";1979.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.75;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.75;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980;"k";"regular";580;528;"non-free";"rural";"bachelor";"level1";19;"cauc";"37";"73"
"male";"cauc";1980;"1";"regular+aide";651;601;"non-free";"rural";"bachelor";"apprentice";1;"cauc";"37";"73"
"male";"cauc";1980;"2";"regular+aide";732;639;"non-free";"rural";"master";"level1";8;"cauc";"37";"73"
"male";"cauc";1980;"3";"regular+aide";670;648;"non-free";"rural";"bachelor";"level2";19;"cauc";"37";"73"
"male";"cauc";1980.5;"k";"small";527;547;"non-free";"suburban";"bachelor";NA;10;"afam";"22";"51"
"male";"cauc";1980.5;"1";"small";651;676;"non-free";"suburban";"master";"level3";14;"cauc";"22";"51"
"male";"cauc";1980.5;"2";"small";684;674;"non-free";"suburban";"bachelor";"level1";16;"afam";"22";"51"
"male";"cauc";1980.5;"3";"small";633;672;"non-free";"suburban";"bachelor";"level1";9;"cauc";"22";"51"
"female";"cauc";1980;"k";"small";425;513;"free";"rural";"bachelor";NA;6;"cauc";"21";"50"
"female";"cauc";1980;"1";"small";553;529;"free";"rural";"bachelor";"notladder";6;"cauc";"21";"50"
"female";"cauc";1980;"2";"small";569;611;"non-free";"rural";"bachelor";"level1";10;"cauc";"21";"50"
"female";"cauc";1980;"3";"small";610;618;"free";"rural";"bachelor";"level1";14;"cauc";"21";"50"
"male";"cauc";1980.25;"k";"small";NA;NA;"non-free";"suburban";"master";"level1";17;"cauc";"12";"36"
"male";"cauc";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.5;"k";"regular";431;444;"non-free";"rural";"master";"level1";17;"cauc";"12";"34"
"male";"cauc";1980.5;"1";"regular";527;526;"non-free";"rural";"bachelor";"level1";6;"cauc";"12";"34"
"male";"cauc";1980.5;"2";"regular";569;548;"non-free";"rural";"bachelor";"level1";12;"cauc";"12";"34"
"male";"cauc";1980.5;"3";"regular";587;604;"non-free";"rural";"bachelor";"level1";14;"cauc";"12";"34"
"female";"afam";1980;"k";"regular";NA;NA;"non-free";"rural";"bachelor";"level2";10;"cauc";"34";"68"
"female";"afam";1980;"1";"regular";548;507;"free";"rural";"bachelor";"probation";1;"cauc";"34";"68"
"female";"afam";1980;"2";"regular";564;572;"non-free";"rural";"master";"apprentice";2;"cauc";"34";"68"
"female";"afam";1980;"3";"regular";606;574;"free";"rural";"bachelor";"level1";8;"cauc";"34";"68"
"female";"cauc";1979.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1979.25;"1";"regular";524;510;"free";"rural";"bachelor";"level1";16;"cauc";"39";"75"
"female";"cauc";1979.25;"2";"regular";566;559;"free";"rural";"master";"level1";11;"cauc";"39";"75"
"female";"cauc";1979.25;"3";"regular";600;624;"free";"rural";"bachelor";"level1";19;"cauc";"39";"75"
"male";"cauc";1980;"k";"small";403;429;"non-free";"rural";"master";"level1";8;"cauc";"24";"57"
"male";"cauc";1980;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980;"k";"small";434;434;"non-free";"suburban";"bachelor";NA;10;"afam";"22";"51"
"female";"cauc";1980;"1";"small";488;515;"free";"suburban";"bachelor";"level1";9;"cauc";"22";"51"
"female";"cauc";1980;"2";"small";559;565;"free";"suburban";"bachelor";"level1";8;"cauc";"22";"51"
"female";"cauc";1980;"3";"small";587;594;"non-free";"suburban";"master";"level3";17;"cauc";"22";"51"
"male";"cauc";1980.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.5;"1";"regular+aide";536;529;"free";"urban";"master";"level1";14;"cauc";"7";"10"
"male";"cauc";1980.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1978.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1978.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1978.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1978.5;"3";"regular+aide";631;645;"free";"urban";"master";"level1";16;"cauc";"6";"9"
"male";"cauc";1980;"k";"small";453;520;"non-free";"rural";"bachelor";"level1";8;"cauc";"21";"49"
"male";"cauc";1980;"1";"small";579;578;"non-free";"rural";"master";"level1";13;"cauc";"21";"49"
"male";"cauc";1980;"2";"small";627;626;"non-free";"rural";"master";"level3";15;"cauc";"21";"49"
"male";"cauc";1980;"3";"small";665;663;"non-free";"rural";"master";"level1";17;"cauc";"21";"49"
"male";"cauc";1979.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.5;"1";"small";468;518;"non-free";"inner-city";"master";"level1";36;"cauc";"22";"53"
"male";"cauc";1979.5;"2";"small";523;565;"non-free";"inner-city";"bachelor";"probation";0;"cauc";"22";"53"
"male";"cauc";1979.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"2";"regular";586;545;"free";"inner-city";"bachelor";"probation";2;"cauc";"11";"14"
"male";"afam";1979.75;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1978.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1978.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1978.25;"2";"small";486;455;NA;"rural";"master";"level1";9;"cauc";"10";"13"
"male";"cauc";1978.25;"3";"small";NA;NA;NA;"rural";"master";"level1";9;"cauc";"10";"13"
"female";"cauc";1979.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1979.25;"1";"regular";462;493;"free";"rural";"bachelor";"level1";12;"cauc";"19";"47"
"female";"cauc";1979.25;"2";"regular";532;525;"free";"rural";"bachelor";"probation";2;"cauc";"19";"47"
"female";"cauc";1979.25;"3";"small";567;579;"free";"rural";"bachelor";"apprentice";2;"cauc";"19";"47"
"female";"afam";1980.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"1";"regular";453;479;"free";"inner-city";"bachelor";"apprentice";1;"cauc";"11";"22"
"female";"afam";1980.25;"2";"regular";529;509;"free";"inner-city";"bachelor";"level1";12;"afam";"11";"22"
"female";"afam";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"k";"small";NA;NA;"free";"rural";"master";"level1";15;"cauc";"35";"70"
"female";"cauc";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"k";"regular";433;484;"free";"inner-city";"bachelor";NA;9;"afam";"11";"28"
"female";"afam";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.25;"1";"regular+aide";497;557;"non-free";"rural";"master";"notladder";20;"cauc";"3";"3"
"male";"cauc";1979.25;"2";"regular+aide";579;579;"non-free";"rural";"bachelor";"level1";11;"cauc";"3";"3"
"male";"cauc";1979.25;"3";"regular+aide";560;599;"non-free";"rural";"master";"level2";13;"cauc";"3";"3"
"female";"afam";1978.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1978.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1978.75;"2";"regular+aide";538;561;"free";"inner-city";"master";"level1";25;"afam";"11";"15"
"female";"afam";1978.75;"3";"regular+aide";577;593;"free";"inner-city";"bachelor";"notladder";23;"cauc";"11";"32"
"female";"afam";1979.75;"k";"regular+aide";418;463;"non-free";"urban";"bachelor";NA;11;"cauc";"13";"37"
"female";"afam";1979.75;"1";"regular+aide";533;518;"non-free";"urban";"bachelor";"level1";22;"cauc";"13";"37"
"female";"afam";1979.75;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.75;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.25;"1";"regular+aide";487;479;"free";"suburban";"bachelor";"level1";6;"cauc";"22";"51"
"male";"afam";1980.25;"2";"regular+aide";582;584;"non-free";"suburban";"master";"level1";15;"cauc";"22";"51"
"male";"afam";1980.25;"3";"regular+aide";597;583;"non-free";"suburban";"master";"level1";18;"cauc";"22";"51"
"male";"cauc";1979.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.5;"2";"regular";566;577;"non-free";"rural";"bachelor";"level1";6;"cauc";"40";"77"
"male";"cauc";1979.5;"3";"regular";565;604;"non-free";"rural";"bachelor";"level1";8;"cauc";"40";"77"
"male";"afam";1978.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1978.75;"1";"regular+aide";497;488;"free";"inner-city";"bachelor";"level1";10;"cauc";"11";"32"
"male";"afam";1978.75;"2";"regular+aide";555;NA;"free";"inner-city";"bachelor";"level1";19;"cauc";"11";"32"
"male";"afam";1978.75;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.5;"k";"regular+aide";436;434;"non-free";"rural";"bachelor";"level1";3;"cauc";"32";"66"
"female";"cauc";1980.5;"1";"regular";629;592;"non-free";"rural";"bachelor";"probation";0;"cauc";"32";"66"
"female";"cauc";1980.5;"2";"regular";622;674;"non-free";"rural";"bachelor";"apprentice";1;"cauc";"32";"66"
"female";"cauc";1980.5;"3";"regular";675;672;"non-free";"rural";"master";"level1";5;"cauc";"32";"66"
"female";"cauc";1980;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980;"2";"small";NA;NA;"non-free";"rural";"master";"level1";14;"cauc";"41";"79"
"female";"cauc";1980;"3";"small";647;616;"non-free";"rural";"bachelor";"level1";14;"cauc";"41";"79"
"female";"afam";1979.75;"k";"regular+aide";451;513;"free";"inner-city";"bachelor";"level1";11;"cauc";"11";"31"
"female";"afam";1979.75;"1";"regular";495;529;"free";"inner-city";"bachelor";"level1";37;"afam";"11";"31"
"female";"afam";1979.75;"2";"regular+aide";502;509;"free";"inner-city";"bachelor";"notladder";0;"cauc";"11";"31"
"female";"afam";1979.75;"3";"regular+aide";572;599;"free";"inner-city";"bachelor";"level1";30;"afam";"11";"19"
"male";"cauc";1980.5;"k";"regular";421;473;"free";"rural";"bachelor";"level1";10;"cauc";"30";"63"
"male";"cauc";1980.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.5;"1";"regular";438;495;"free";"inner-city";"bachelor";"notladder";3;"afam";"11";"19"
"male";"afam";1979.5;"2";"regular";NA;509;"free";"inner-city";"bachelor";"level1";4;"cauc";"11";"19"
"male";"afam";1979.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.5;"2";"regular";NA;NA;"non-free";"rural";"master";"level1";12;"afam";"1";"1"
"female";"cauc";1980.5;"3";"small";578;603;"free";"rural";"bachelor";"notladder";28;"cauc";"1";"1"
"male";"afam";1980.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.25;"2";"regular+aide";552;572;"non-free";"suburban";"bachelor";"level1";12;"afam";"11";"17"
"male";"afam";1980.25;"3";"regular+aide";590;629;"non-free";"suburban";"master";"level1";18;"cauc";"11";"17"
"female";NA;NA;"k";"regular";442;494;"free";"inner-city";"bachelor";"level1";5;"cauc";"11";"29"
"female";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";NA;NA;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979;"3";"regular";NA;NA;"free";"rural";"bachelor";"level1";3;"cauc";"14";"38"
"male";"afam";1978;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1978;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1978;"2";"regular+aide";533;540;"free";"inner-city";"master";"level3";16;"cauc";"11";"16"
"male";"afam";1978;"3";"regular+aide";549;558;"free";"inner-city";"master";"level1";11;"afam";"11";"16"
"female";"afam";1979.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.5;"2";"regular";530;525;"free";"inner-city";"bachelor";"notladder";32;"afam";"11";"31"
"female";"afam";1979.5;"3";"regular";588;564;"free";"inner-city";"master";"level1";26;"afam";"11";"31"
"female";"afam";1979.75;"k";"regular+aide";424;459;"free";"inner-city";"bachelor";"level1";16;"afam";"11";"22"
"female";"afam";1979.75;"1";"regular+aide";536;505;"free";"inner-city";"bachelor";"level1";27;"afam";"11";"22"
"female";"afam";1979.75;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.75;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1978.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1978.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1978.5;"2";"regular";530;523;"non-free";"rural";"bachelor";"level1";6;"cauc";"40";"77"
"male";"cauc";1978.5;"3";"regular";547;579;"non-free";"rural";"bachelor";"level1";8;"cauc";"40";"77"
"male";"afam";1980;"k";"small";411;399;"free";"inner-city";"master";"level1";6;"cauc";"11";"28"
"male";"afam";1980;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.5;"k";"small";468;494;"non-free";"urban";"bachelor";"level1";14;"cauc";"6";"9"
"male";"cauc";1980.5;"1";"small";558;523;"non-free";"urban";"bachelor";"level1";18;"cauc";"6";"9"
"male";"cauc";1980.5;"2";"small";650;599;"non-free";"urban";"master";"apprentice";23;"cauc";"6";"9"
"male";"cauc";1980.5;"3";"small";647;604;"non-free";"urban";"bachelor";"level1";9;"cauc";"6";"9"
"male";"afam";1980.25;"k";"regular+aide";407;449;"free";"inner-city";"bachelor";"level1";11;"cauc";"18";"45"
"male";"afam";1980.25;"1";"regular";521;557;"free";"inner-city";"bachelor";"probation";0;"afam";"18";"45"
"male";"afam";1980.25;"2";"regular";532;579;"free";"inner-city";"bachelor";"apprentice";1;"cauc";"18";"45"
"male";"afam";1980.25;"3";"regular";616;622;"non-free";"inner-city";"bachelor";"apprentice";3;"cauc";"18";"45"
"male";"cauc";1979.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.75;"1";"regular+aide";524;538;"non-free";"suburban";"bachelor";"probation";3;"cauc";"17";"41"
"male";"cauc";1979.75;"2";"regular";582;626;"free";"suburban";"specialist";"level1";15;"cauc";"17";"41"
"male";"cauc";1979.75;"3";"regular";600;663;"non-free";"suburban";"master";"level1";20;"cauc";"17";"41"
"male";"afam";1979.5;"k";"small";NA;473;"free";"suburban";"bachelor";NA;0;"cauc";"18";"42"
"male";"afam";1979.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"2";"regular+aide";NA;NA;"free";"inner-city";"bachelor";"level1";4;"cauc";"11";"28"
"male";"afam";1979.75;"3";"regular+aide";NA;NA;"non-free";"inner-city";"master";"level3";12;"cauc";"11";"28"
"male";"afam";1980;"k";"regular";437;528;"free";"suburban";"bachelor";NA;18;"afam";"11";"25"
"male";"afam";1980;"1";"regular+aide";571;584;"non-free";"suburban";"master";"level1";9;"afam";"11";"25"
"male";"afam";1980;"2";"regular+aide";659;699;"non-free";"suburban";"master";"level1";18;"cauc";"11";"25"
"male";"afam";1980;"3";"regular+aide";654;659;"non-free";"suburban";"bachelor";"notladder";8;"afam";"11";"25"
"female";"cauc";1978.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1978.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1978.75;"2";"regular";NA;NA;"non-free";"rural";"master";"level2";13;"cauc";"23";"55"
"female";"cauc";1978.75;"3";"regular";560;568;"non-free";"rural";"master";"level3";17;"cauc";"23";"55"
"female";"cauc";1980.5;"k";"regular";492;500;"non-free";"rural";"master";"level2";11;"cauc";"8";"11"
"female";"cauc";1980.5;"1";"regular+aide";544;612;"non-free";"rural";"bachelor";"level1";16;"cauc";"8";"11"
"female";"cauc";1980.5;"2";"regular+aide";637;699;"non-free";"rural";"bachelor";"notladder";4;"afam";"8";"11"
"female";"cauc";1980.5;"3";"regular+aide";665;684;"non-free";"rural";"master";"level1";14;"cauc";"8";"11"
"female";"afam";1980.25;"k";"regular";433;459;"non-free";"inner-city";"bachelor";"probation";0;"afam";"11";"27"
"female";"afam";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.75;"1";"regular+aide";536;567;"non-free";"suburban";"bachelor";"probation";4;"cauc";"22";"54"
"female";"cauc";1980.75;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.75;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1979.75;"k";"regular";451;520;"non-free";"rural";"master";"level1";13;"cauc";"6";"8"
"female";"cauc";1979.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1979.75;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1979.75;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.25;"1";"regular+aide";NA;NA;"free";"urban";"bachelor";"level1";22;"cauc";"13";"37"
"male";"afam";1979.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980;"k";"regular+aide";413;459;"free";"rural";"master";"level1";9;"cauc";"3";"3"
"female";"cauc";1980;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980;"k";"small";465;602;"free";"inner-city";"master";"level1";13;"afam";"11";"14"
"female";"afam";1980;"1";"small";604;627;"free";"inner-city";"bachelor";"notladder";18;"cauc";"11";"14"
"female";"afam";1980;"2";"small";650;639;"free";"inner-city";"bachelor";"notladder";19;"cauc";"11";"14"
"female";"afam";1980;"3";"small";686;659;"free";"inner-city";"bachelor";"notladder";30;"afam";"11";"14"
"male";"cauc";1979;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979;"1";"regular";540;535;"non-free";"suburban";"master";"notladder";18;"cauc";"17";"41"
"male";"cauc";1979;"2";"regular";582;563;"non-free";"suburban";"specialist";"level1";15;"cauc";"17";"41"
"male";"cauc";1979;"3";"regular";633;645;"non-free";"suburban";"master";"level1";20;"cauc";"17";"41"
"female";"cauc";1979.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1979.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1979.75;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1979.75;"3";"small";644;659;"non-free";"rural";"bachelor";"apprentice";2;"cauc";"19";"47"
"female";"cauc";1978.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1978.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1978.75;"2";"regular+aide";502;557;"free";"suburban";"master";"level1";12;"cauc";"28";"61"
"female";"cauc";1978.75;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980;"k";"regular+aide";495;484;"non-free";"urban";"bachelor";"probation";0;"cauc";"13";"37"
"female";"cauc";1980;"1";"regular+aide";629;653;"non-free";"urban";"master";"level2";11;"cauc";"13";"37"
"female";"cauc";1980;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.5;"k";"regular";439;500;"free";"inner-city";"bachelor";"level1";10;"afam";"11";"30"
"female";"afam";1980.5;"1";"regular+aide";480;470;"free";"inner-city";"bachelor";"level1";35;"afam";"11";"30"
"female";"afam";1980.5;"2";"regular+aide";577;512;"free";"inner-city";"master";"level1";32;"afam";"11";"30"
"female";"afam";1980.5;"3";"regular+aide";604;588;"free";"inner-city";"bachelor";"level1";18;"afam";"11";"30"
"male";"cauc";1979.75;"k";"regular+aide";451;500;"non-free";"suburban";"master";"level1";14;"cauc";"12";"36"
"male";"cauc";1979.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.75;"2";"regular";637;615;NA;"suburban";"bachelor";"level1";12;"cauc";"12";"36"
"male";"cauc";1979.75;"3";"regular";641;659;"non-free";"suburban";"bachelor";"probation";22;"afam";"12";"36"
"female";"cauc";1980.25;"k";"small";447;559;"free";"rural";"master";"level1";9;"cauc";"9";"12"
"female";"cauc";1980.25;"1";"small";527;572;"free";"rural";"bachelor";"level1";5;"cauc";"9";"12"
"female";"cauc";1980.25;"2";"small";579;593;"free";"rural";"bachelor";"probation";0;"cauc";"9";"12"
"female";"cauc";1980.25;"3";"small";665;655;"non-free";"rural";"bachelor";"level1";15;"cauc";"9";"12"
"female";"afam";1980.25;"k";"regular";431;536;"free";"suburban";"master";"level1";24;"cauc";"18";"44"
"female";"afam";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"1";"regular";527;612;"free";"suburban";"master";"level1";7;"afam";"18";"44"
"male";"afam";1979.75;"2";"regular";611;611;"free";"suburban";"bachelor";"level1";3;"afam";"18";"44"
"male";"afam";1979.75;"3";"regular";661;645;"free";"suburban";"master";"notladder";14;"afam";"18";"44"
"male";"afam";1980.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.25;"1";"regular";NA;NA;"free";"inner-city";"bachelor";NA;15;"afam";"11";"19"
"male";"afam";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.5;"1";"regular+aide";507;502;"free";"suburban";"master";"level1";9;"afam";"11";"25"
"female";"afam";1979.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.5;"1";"regular";524;572;"free";"rural";"master";"level1";11;"cauc";"8";"11"
"male";"afam";1979.5;"2";"regular";582;590;"free";"rural";"bachelor";"level1";25;"cauc";"8";"11"
"male";"afam";1979.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
